rpm,engine_temperature,battery_voltage,fuel_pressure,engine_load,fault_type,dtc_code,sae_definition,subsystem,severity,standard_procedure
1102.0,91.9,14.0,26.4,66.2,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2423.0,93.6,11.75,46.8,36.3,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1011.0,115.5,13.29,49.4,50.7,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
2386.2,110.2,13.91,41.9,62.5,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
2814.7,89.4,13.4,41.1,48.7,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2808.5,96.4,13.32,37.0,86.6,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
1047.4,90.4,14.54,55.0,31.8,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
581.6,96.6,13.85,37.9,78.9,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
1764.6,83.5,11.34,42.1,26.1,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2467.6,89.7,14.17,19.2,77.9,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1960.2,92.6,13.5,25.4,76.6,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
3104.6,99.1,13.8,21.6,61.2,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2101.3,88.9,13.86,43.6,45.3,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
3021.6,,13.79,46.4,53.8,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
1239.8,92.3,12.01,42.5,15.0,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
650.8,93.4,14.37,45.8,84.3,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
3381.2,88.7,13.91,44.8,52.4,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2965.7,93.8,14.5,,48.9,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1391.3,87.5,13.46,49.5,42.5,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
1004.8,88.2,11.58,39.6,37.8,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
3616.7,115.8,13.95,44.3,96.0,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
656.4,100.0,13.62,42.0,68.7,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2599.4,94.2,11.81,48.0,23.1,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1303.0,94.5,12.1,45.2,30.3,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
557.1,102.7,13.32,48.5,76.8,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
3151.5,113.1,13.26,48.2,88.5,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
1377.8,80.2,11.16,53.2,23.0,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1516.4,112.9,14.3,46.8,88.3,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
3736.5,94.1,13.39,44.6,88.9,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2353.0,93.4,13.81,44.0,38.6,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
1874.9,96.3,13.76,48.3,48.7,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2929.3,108.2,13.74,48.7,83.1,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2492.9,98.2,14.42,27.0,72.1,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1683.8,88.0,16.07,45.3,37.5,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2112.2,97.0,14.45,22.3,65.3,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2427.8,90.0,13.87,45.6,45.5,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
3686.7,119.8,13.84,39.1,63.8,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
1960.5,92.3,16.08,44.8,32.2,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2566.2,90.1,13.73,43.7,44.2,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
3501.2,99.6,14.4,51.3,89.7,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
